,main_category,location,model,price,page,weekday,region,colour_type
3349,2,3,1,57,2,1,2,2
3350,2,3,1,57,2,1,2,4
3351,2,1,1,43,2,1,2,4
3352,2,5,1,38,2,1,2,1
3353,2,5,1,38,1,1,2,5
3354,2,4,1,67,1,1,2,2
3355,2,2,1,52,1,1,2,4
3356,3,1,2,23,1,1,2,1
3357,3,2,2,52,4,1,2,4
3358,3,1,2,57,4,1,2,1
3359,3,1,1,77,3,1,2,1
3360,3,6,1,38,3,1,2,2
3361,3,5,2,26,3,1,2,2
3362,3,5,1,33,2,1,2,2
3363,3,1,2,57,4,1,2,1
3364,3,1,2,33,4,1,2,4
3365,2,1,2,57,1,1,2,3
3368,2,1,2,57,1,1,1,3
3369,2,6,1,52,1,1,1,3
3403,2,4,1,67,1,1,1,2
3404,2,5,2,62,1,1,1,3
3405,1,4,1,38,1,1,1,2
3406,3,1,2,28,1,1,1,2
3407,3,5,1,23,1,1,1,5
3408,3,3,1,48,1,1,1,4
3409,1,5,1,38,2,1,1,1
3410,2,2,1,52,1,1,1,4
3411,2,5,1,38,1,1,1,5
3412,2,2,1,38,2,1,1,3
3413,2,2,1,57,2,1,1,3
3414,2,6,1,48,2,1,1,2
3420,1,2,1,62,2,1,2,2
3421,1,2,1,62,2,1,2,2
3422,1,1,1,62,3,1,2,1
3423,1,1,1,38,3,1,2,2
3427,3,4,2,52,2,1,2,1
3428,3,5,2,20,3,1,2,5
3429,3,6,1,57,3,1,2,1
3430,3,2,2,28,3,1,2,1
3431,1,2,2,38,1,1,2,3
3432,1,6,1,33,1,1,2,1
3433,1,5,1,38,2,1,2,1
3434,1,2,1,28,3,1,2,1
3435,2,2,1,52,1,1,2,4
3436,2,2,1,38,2,1,2,3
3444,1,1,1,28,1,1,1,4
3445,1,6,1,33,1,1,1,1
3446,3,6,1,48,1,1,1,1
3447,3,3,1,48,1,1,1,4
3531,1,1,1,72,1,1,4,3
3532,4,5,2,38,1,1,4,2
3539,1,4,1,38,1,1,2,2
3540,1,2,2,38,1,1,2,3
3541,2,5,2,62,1,1,2,3
3542,2,5,1,38,1,1,2,5
3543,2,3,2,52,1,1,2,2
3544,1,2,2,38,1,1,2,3
3545,3,5,1,23,1,1,2,5
3546,3,2,1,48,1,1,1,3
3547,3,6,1,48,2,1,1,3
3548,3,2,1,28,3,1,1,3
3549,2,2,1,52,1,1,1,4
3550,2,4,1,43,1,1,1,2
3551,2,5,1,62,1,1,1,2
3552,2,5,1,62,1,1,1,2
3553,2,2,1,38,2,1,1,3
3554,2,3,1,57,2,1,1,4
3555,1,1,1,28,1,1,1,4
3556,1,1,1,72,1,1,1,3
3557,1,4,1,38,1,1,1,3
3558,1,4,1,38,1,1,1,2
3559,1,2,2,38,1,1,1,3
3560,1,3,1,82,1,1,1,3
3561,1,3,1,43,1,1,1,3
3562,1,1,1,62,3,1,1,1
3563,3,1,1,43,1,1,1,3
3564,3,5,1,23,1,1,1,5
3565,3,6,1,28,1,1,1,4
3566,3,6,1,48,1,1,1,5
3567,3,6,1,48,1,1,1,5
3568,3,6,1,48,1,1,1,1
3569,1,5,1,28,1,1,1,1
3570,2,5,1,57,2,1,2,5
3571,2,3,1,57,2,1,2,2
3667,1,1,1,72,1,1,4,3
3668,4,5,2,38,1,1,4,2
3676,1,5,2,33,1,1,1,1
3677,1,5,2,62,2,1,1,1
3678,1,3,1,38,2,1,1,1
3679,1,4,2,43,2,1,1,1
3680,2,6,2,38,1,1,1,1
3681,2,3,1,48,1,1,1,1
3682,2,2,1,52,1,1,1,4
3683,2,2,1,57,2,1,1,3
3684,2,3,1,38,2,1,1,1
3685,1,1,1,62,2,1,1,1
3686,1,4,1,60,2,1,1,2
3687,2,3,1,38,2,1,1,1
3688,1,4,2,43,2,1,1,1
3695,1,5,1,28,1,1,1,1
3696,1,6,1,33,1,1,1,1
3697,1,4,1,38,2,1,1,1
3698,1,1,1,62,2,1,1,1
3699,2,1,1,57,1,1,1,2
3700,2,6,2,38,1,1,1,1
3701,3,3,1,48,1,1,1,4
3702,3,6,1,48,1,1,1,1
3703,3,2,1,48,1,1,1,2
3704,2,1,1,57,1,1,1,2
3705,2,2,1,52,1,1,1,4
3706,2,3,1,38,1,1,1,1
3707,2,3,2,52,1,1,1,2
3708,2,6,1,52,1,1,1,3
3709,3,1,2,28,1,1,1,2
3710,3,1,1,43,1,1,1,3
3711,3,5,1,48,1,1,1,5
3712,3,5,1,23,1,1,1,5
3713,3,2,1,43,2,1,1,3
3714,3,6,1,48,2,1,1,3
3715,3,5,1,33,2,1,1,2
3716,3,4,2,28,1,1,1,5
3717,3,1,1,43,1,1,1,3
3718,3,4,1,33,1,1,1,3
3719,3,5,1,23,1,1,1,5
3720,3,5,1,48,1,1,1,5
3721,3,6,1,28,1,1,1,4
3722,2,3,1,38,1,1,1,1
3723,2,3,2,52,1,1,1,2
3724,2,3,1,38,1,1,1,1
3725,2,3,2,52,1,1,1,2
3726,1,2,2,38,1,1,1,3
3727,1,3,1,55,2,1,1,3
3728,1,4,1,60,2,1,1,2
3735,1,4,1,38,1,1,1,3
3736,1,4,1,38,1,1,1,2
3737,1,1,1,43,1,1,1,3
3738,1,2,1,43,1,1,1,3
3739,2,5,1,38,1,1,4,5
3740,2,4,1,67,1,1,4,2
3741,2,6,2,38,1,1,4,1
3742,2,5,2,62,1,1,4,3
3743,3,4,2,28,1,1,4,5
3744,3,3,2,48,1,1,4,2
3745,3,3,1,48,1,1,4,1
3746,3,4,2,28,2,1,4,2
3747,3,1,1,57,2,1,4,1
3748,3,6,1,50,2,1,4,5
3749,2,2,1,52,1,1,4,4
3750,2,1,1,52,1,1,4,3
3751,3,6,1,38,3,1,4,1
3752,3,5,2,26,3,1,4,2
3753,3,4,1,48,3,1,4,2
3754,3,2,2,28,3,1,4,1
3755,3,1,1,43,3,1,4,2
3756,3,1,1,48,4,1,4,4
3757,3,4,1,28,3,1,4,1
3758,4,5,2,38,1,1,4,2
3759,4,5,1,43,2,1,4,5
3760,4,1,1,48,2,1,4,2
3761,4,4,2,33,3,1,4,5
3762,4,1,1,43,3,1,4,2
3763,4,4,1,28,3,1,4,1
3764,3,1,1,43,1,1,1,3
3779,1,2,2,38,1,1,1,3
3780,2,2,1,52,1,1,1,4
3809,1,4,1,38,1,1,2,2
3810,1,6,1,62,1,1,2,2
3811,1,5,2,62,2,1,2,1
3812,1,1,1,62,3,1,2,2
3813,3,1,1,43,1,1,2,3
3814,2,6,1,52,1,1,2,3
3815,2,5,1,38,1,1,2,5
3816,1,5,1,28,1,1,2,1
3817,1,5,2,33,1,1,2,1
3818,4,2,1,43,1,1,2,2
3819,1,5,2,33,1,1,2,1
3820,2,6,2,38,1,1,2,1
3821,2,1,1,38,2,1,2,4
3822,2,5,1,57,2,1,2,5
3823,2,5,2,33,2,1,2,1
3824,2,2,1,52,1,1,2,4
3825,2,2,1,52,1,1,2,4
3826,2,5,1,62,1,1,2,2
3827,2,4,1,38,1,1,2,2
3828,3,4,1,43,1,1,2,1
3829,3,6,1,48,1,1,2,1
3830,1,6,1,33,1,1,2,1
3831,1,4,1,62,1,1,2,3
3832,1,5,1,38,2,1,2,1
3833,1,2,1,62,2,1,2,2
3834,1,1,1,62,2,1,2,1
3835,1,4,1,38,2,1,2,1
3836,1,1,1,62,3,1,2,1
3837,1,1,1,38,3,1,2,2
3838,1,2,1,28,3,1,2,1
3839,1,2,1,43,1,1,2,3
3840,1,1,1,62,3,1,2,1
3841,1,1,1,38,3,1,2,2
3842,3,5,1,23,1,1,1,5
3843,3,1,1,43,1,1,1,3
3844,3,4,2,28,2,1,1,2
3845,3,6,1,38,3,1,1,1
3846,2,1,1,57,1,1,1,2
3847,2,4,1,38,2,1,1,5
3848,1,5,2,33,1,1,1,1
3849,1,4,1,62,1,1,2,3
3850,1,5,1,28,1,1,2,1
3851,1,5,1,60,1,1,2,3
3852,1,1,1,62,2,1,2,1
3853,1,2,1,62,2,1,2,2
3854,1,5,1,38,2,1,2,2
3855,1,6,1,38,2,1,2,2
3856,3,6,1,48,1,1,2,1
3857,3,3,1,28,2,1,2,1
3858,3,6,1,48,2,1,2,3
3859,3,6,1,50,2,1,2,5
3860,3,1,1,38,3,1,2,4
3861,3,5,2,26,3,1,2,2
3862,3,6,1,38,3,1,2,2
3863,3,1,2,57,4,1,2,1
3864,3,2,2,52,4,1,2,4
3937,1,6,1,62,1,1,1,2
3944,2,4,1,43,1,1,1,2
3945,2,5,1,38,1,1,1,5
3946,1,1,1,28,1,1,2,4
3947,1,1,1,43,1,1,2,3
3948,1,2,2,38,1,1,2,3
3949,1,2,2,38,1,1,2,3
3950,1,3,1,82,1,1,2,3
3951,1,5,2,33,1,1,2,1
3952,1,6,1,62,1,1,2,2
3953,1,4,1,38,1,1,2,3
3954,1,6,1,38,1,1,2,2
3955,1,2,1,62,2,1,2,2
3956,1,4,1,60,2,1,2,2
3957,1,5,2,62,2,1,2,1
3969,4,5,2,38,1,1,4,2
3970,4,1,1,38,1,1,4,3
3971,4,6,1,33,1,1,4,3
3972,4,1,1,43,3,1,4,1
3973,4,4,2,33,3,1,4,5
3974,4,5,1,28,3,1,4,5
3975,4,1,1,43,3,1,4,1
3976,4,1,1,43,3,1,4,2
3977,4,1,1,33,3,1,4,5
3978,4,3,2,28,3,1,4,3
3979,4,6,2,23,3,1,4,3
3980,4,4,1,28,3,1,4,1
3981,4,4,2,43,4,1,4,5
3982,4,2,1,28,4,1,4,1
3983,4,1,2,33,4,1,4,1
3984,4,6,2,38,4,1,4,1
3985,4,3,2,43,5,1,4,2
3986,4,1,1,38,1,1,4,3
3987,1,6,1,62,1,1,1,2
3990,2,5,1,38,1,1,1,5
3991,2,4,1,67,1,1,1,2
3992,2,1,1,57,1,1,1,2
3993,1,1,1,28,1,1,1,4
3994,1,1,1,43,1,1,1,3
3995,1,1,1,72,1,1,1,3
3996,1,2,1,43,1,1,1,3
3997,1,5,1,28,1,1,1,1
3998,2,1,1,57,1,1,1,2
4001,1,5,2,33,1,1,1,1
4002,1,1,1,43,1,1,4,3
4003,1,2,1,43,1,1,4,3
4004,1,3,1,62,1,1,4,3
4005,1,4,1,38,1,1,4,2
4006,1,3,1,43,1,1,4,3
4007,1,1,1,43,1,1,4,3
4008,1,1,1,28,1,1,4,4
4009,3,1,1,43,1,1,4,3
4010,3,3,1,48,1,1,4,1
4055,1,3,1,82,1,1,1,3
4056,1,6,1,62,1,1,1,2
4057,1,5,1,38,2,1,1,2
4058,1,5,1,38,2,1,1,2
4059,2,2,1,52,1,1,1,4
4060,2,3,1,57,2,1,1,2
4061,1,2,1,43,1,1,2,3
4062,1,1,1,43,1,1,2,3
4063,1,4,1,38,1,1,2,2
4064,1,3,1,62,1,1,2,3
4065,1,1,1,72,1,1,2,3
4066,1,2,1,43,1,1,2,3
4067,1,3,1,62,1,1,2,3
4068,1,2,1,43,1,1,2,3
4069,1,2,1,43,1,1,2,3
4070,2,4,1,43,1,1,4,2
4071,4,2,2,28,2,1,4,1
4083,2,4,1,67,1,1,1,2
4084,2,5,1,38,1,1,1,5
4085,2,3,1,57,2,1,1,4
4086,1,4,1,62,1,1,1,3
4087,1,2,2,38,1,1,1,3
4088,3,2,1,48,1,1,1,2
4089,3,6,1,28,1,1,1,4
4090,3,1,2,57,4,1,1,1
4091,3,1,1,48,2,1,1,3
4092,1,3,1,62,1,1,1,3
4093,2,2,1,52,1,1,1,4
4094,3,5,2,26,3,1,1,2
4095,1,1,1,62,2,1,1,1
4096,1,2,1,28,3,1,1,1
4097,3,5,2,20,3,1,1,5
4098,3,1,2,57,4,1,1,1
4099,4,2,1,23,1,1,1,3
4100,1,1,1,72,1,1,1,3
4101,1,3,1,82,1,1,1,3
4102,1,4,1,38,1,1,1,3
4117,2,6,1,52,1,1,1,3
4527,4,5,2,38,1,1,4,2
4528,4,5,2,38,1,1,4,2
4529,4,6,2,38,1,1,4,2
4530,4,4,2,33,2,1,4,4
4531,4,2,1,43,5,1,4,3
4532,3,1,2,28,1,1,1,2
4533,3,2,1,48,1,1,1,2
4534,3,5,1,48,1,1,1,5
4535,3,3,1,33,2,1,1,2
4536,3,4,2,28,2,1,1,2
4537,3,6,1,50,2,1,1,5
4538,3,3,1,55,3,1,1,3
4539,3,1,2,28,1,1,1,2
4540,3,2,1,48,1,1,1,2
4541,3,2,1,48,1,1,1,3
4542,3,5,1,48,1,1,1,5
4543,3,4,2,18,3,1,1,4
4544,3,4,1,43,1,1,1,1
4545,3,1,1,57,2,1,1,1
4546,3,3,1,48,2,1,1,3
4547,3,3,1,48,2,1,1,3
4548,3,1,2,48,2,1,1,4
4549,3,4,2,48,2,1,1,2
4550,3,4,2,48,2,1,1,2
4551,3,3,1,55,3,1,1,1
4552,3,3,1,55,3,1,1,3
4553,3,2,1,48,1,1,1,2
4554,3,4,2,28,1,1,1,5
4555,3,5,1,48,1,1,1,5
4556,3,6,1,48,1,1,1,5
4557,3,3,1,28,2,1,1,1
4558,3,4,2,52,2,1,1,1
4559,3,4,2,28,2,1,1,2
4560,3,6,1,50,2,1,1,5
4561,3,6,1,43,2,1,1,1
4562,3,1,1,38,3,1,1,4
4563,3,4,2,18,3,1,1,4
4564,2,1,1,38,2,1,1,4
4565,2,4,1,57,2,1,1,5
4566,3,2,1,48,1,1,1,2
4567,3,4,1,43,1,1,1,1
4568,3,4,2,28,1,1,1,5
4569,3,4,2,28,1,1,1,5
4570,3,5,1,48,1,1,1,5
4571,3,6,1,48,1,1,1,5
4572,3,1,1,38,3,1,1,4
4573,3,3,1,55,3,1,1,1
4574,3,1,1,57,2,1,1,1
4575,3,3,1,48,2,1,1,3
4576,3,1,1,57,2,1,1,1
4577,3,1,1,57,2,1,1,1
4578,3,2,1,48,1,1,1,2
4579,3,3,1,55,3,1,1,1
4580,3,1,1,57,2,1,1,1
4581,1,4,1,62,1,1,1,3
4632,3,1,2,23,1,1,1,1
4633,1,1,1,28,1,1,1,4
4634,1,1,1,72,1,1,1,3
4635,2,6,1,52,1,1,1,3
4636,1,4,1,38,1,1,1,3
4666,1,4,1,60,2,1,1,2
4667,3,5,1,48,1,1,1,5
4668,3,1,2,28,1,1,1,2
4669,3,4,2,28,1,1,1,5
4739,1,5,1,28,1,1,1,1
4740,1,5,2,33,1,1,1,1
4741,1,6,1,38,1,1,1,2
4742,1,6,1,33,1,1,1,1
4743,3,4,1,43,1,1,1,1
4744,3,6,1,48,1,1,1,1
4745,3,1,2,23,1,1,1,1
4746,3,2,1,48,1,1,1,2
4747,2,6,2,38,1,1,1,1
4748,2,1,1,57,1,1,1,2
4749,2,2,1,52,1,1,1,4
4750,2,1,1,52,1,1,1,3
5006,1,3,1,43,1,1,1,3
5007,1,3,1,82,1,1,1,3
5008,1,2,1,43,1,1,1,3
5009,1,2,1,43,1,1,1,3
5010,1,1,1,43,1,1,1,3
5011,1,3,1,82,1,1,1,3
5012,1,5,2,33,1,1,1,1
5013,3,2,1,48,1,1,1,3
5014,3,6,1,48,2,1,1,3
5015,3,2,2,28,3,1,1,1
5016,1,3,1,82,1,1,1,3
5017,1,3,1,62,1,1,1,3
5018,1,3,1,82,1,1,1,3
5144,2,1,1,57,1,1,1,2
5145,2,5,2,62,1,1,1,3
5146,2,6,1,52,1,1,1,3
5147,2,2,1,57,2,1,1,3
5148,2,3,1,38,2,1,1,1
5149,2,3,1,57,2,1,1,4
5150,2,5,1,38,2,1,1,1
5151,3,6,1,28,1,1,1,4
5152,3,2,1,48,1,1,1,3
5153,3,3,1,48,2,1,1,3
5154,3,6,1,48,2,1,1,3
5155,3,1,1,38,3,1,1,4
5156,3,2,1,28,3,1,1,4
5157,3,1,1,77,3,1,1,1
5158,3,1,2,33,4,1,1,4
5159,3,1,2,57,4,1,1,1
5160,3,2,2,52,4,1,1,4
5161,1,5,2,33,1,1,1,1
5162,1,6,2,33,2,1,1,1
5163,1,5,1,38,2,1,1,2
5164,3,4,2,52,2,1,1,1
5165,1,5,1,28,1,1,1,1
5166,1,5,2,33,1,1,1,1
5167,1,6,1,33,1,1,1,1
5168,1,6,1,33,1,1,1,1
5169,1,1,1,62,2,1,1,1
5173,1,6,2,33,2,1,5,1
5190,1,1,1,72,1,1,4,3
5191,1,1,1,43,1,1,4,3
5192,1,2,1,43,1,1,4,3
5193,1,2,1,43,1,1,4,3
5194,1,3,1,43,1,1,4,3
5195,1,5,2,33,1,1,4,1
5196,2,4,1,67,1,1,4,2
5197,4,6,2,38,1,1,4,2
5198,4,1,1,38,1,1,4,3
5345,4,6,2,48,2,1,1,5
5350,1,1,1,43,1,1,1,3
5351,1,1,1,43,1,1,1,3
5352,1,1,1,43,1,1,1,3
5353,1,2,2,38,1,1,1,3
5355,1,5,1,28,1,1,1,1
5360,3,2,1,28,3,1,1,4
5387,1,5,1,28,1,1,1,1
5388,1,5,2,33,1,1,1,1
5389,1,4,2,43,2,1,1,1
5390,1,1,2,33,2,1,1,3
5391,3,4,1,33,1,1,1,3
5392,3,5,1,23,1,1,1,5
5393,3,2,1,48,1,1,1,3
5394,3,6,1,50,2,1,1,5
5395,3,2,2,48,4,1,1,1
5396,2,4,1,67,1,1,1,2
5397,2,5,1,38,1,1,1,5
5398,2,2,1,38,2,1,1,3
5399,3,6,1,48,2,1,1,3
5400,3,6,1,57,3,1,1,1
5439,1,4,1,62,1,1,1,3
5440,1,5,1,28,1,1,1,1
5441,1,6,1,38,2,1,1,2
5442,1,1,1,62,3,1,1,1
5443,1,3,1,62,3,1,1,2
5449,2,2,1,52,1,1,1,4
5450,2,6,2,38,1,1,1,1
5479,2,3,1,48,1,1,1,1
5480,2,3,1,48,1,1,1,1
5836,2,2,2,52,1,1,1,1
5837,1,6,1,33,1,1,1,1
5893,2,3,2,52,1,1,1,2
5907,1,1,1,62,2,1,1,1
5908,2,1,2,57,1,1,1,3
5909,2,2,1,52,1,1,1,4
5910,3,5,2,20,3,1,1,5
5911,3,2,2,28,3,1,1,1
5912,1,1,1,43,1,1,1,3
5913,1,4,1,62,1,1,1,3
5929,2,1,2,57,1,1,1,3
5930,2,2,1,38,2,1,4,3
5941,2,5,1,38,1,1,1,5
5942,2,4,1,67,1,1,1,2
5943,2,5,2,62,1,1,1,3
5944,2,6,1,52,1,1,1,3
5945,2,5,1,57,2,1,1,5
5946,2,2,1,57,2,1,1,3
5947,2,5,1,38,2,1,1,1
5948,2,4,1,57,2,1,1,5
5949,2,2,1,38,2,1,1,3
5950,2,3,1,57,2,1,1,4
5951,2,5,1,38,1,1,1,5
5952,2,1,1,57,1,1,1,2
6050,3,3,1,48,1,1,1,4
6051,3,6,1,48,1,1,1,1
6144,3,2,1,48,1,1,1,3
6145,3,4,2,28,1,1,1,5
6146,3,5,1,23,1,1,1,5
6147,3,1,1,38,3,1,1,4
6148,1,3,1,82,1,1,1,3
6150,1,3,1,43,1,1,1,3
6151,1,4,1,38,1,1,1,2
6152,1,6,1,38,1,1,1,2
6153,1,1,1,62,2,1,1,1
6154,1,5,1,38,2,1,1,1
6155,1,6,1,38,2,1,1,2
6156,1,4,1,38,2,1,1,1
6157,1,3,1,62,3,1,1,2
6158,1,2,1,62,2,1,1,2
6159,1,2,1,62,2,1,1,2
6160,1,3,1,43,1,1,1,3
6161,1,2,1,43,1,1,1,3
6162,1,4,1,38,1,1,1,2
6163,1,6,1,33,1,1,1,1
6164,1,5,1,60,1,1,1,3
6165,1,5,1,38,2,1,1,2
6166,2,1,1,52,1,1,1,3
6167,2,1,2,57,1,1,1,3
6168,1,2,1,43,1,1,1,3
6169,1,2,1,43,1,1,1,3
6170,1,5,1,60,1,1,1,3
6171,1,4,1,62,1,1,1,3
6172,1,5,1,38,2,1,1,1
6173,1,4,2,43,2,1,1,1
6175,1,6,1,38,1,1,1,2
6176,1,5,1,28,1,1,1,1
6177,1,4,1,38,1,1,1,3
6178,1,1,1,62,3,1,1,1
6196,3,1,1,43,1,1,1,3
6197,2,6,1,52,1,1,1,3
6206,1,5,1,28,1,1,1,1
6207,1,6,1,62,1,1,1,2
6208,1,4,1,38,2,1,1,1
6209,2,2,1,52,1,1,1,4
6210,2,6,1,52,1,1,1,3
6211,2,3,1,48,1,1,1,1
6212,2,6,1,48,2,1,1,2
6231,2,4,1,43,1,1,1,2
6232,2,6,1,52,1,1,1,3
6233,2,2,1,52,1,1,1,4
6234,2,4,1,57,2,1,1,5
6235,2,5,1,38,2,1,1,1
6236,3,2,1,33,1,1,1,1
6237,3,5,1,20,3,1,1,1
6238,3,6,1,28,1,1,1,4
6239,2,2,1,52,1,1,1,4
6248,1,1,1,28,1,1,1,4
6249,1,1,1,43,1,1,1,3
6250,1,2,2,38,1,1,1,3
6251,1,5,2,33,1,1,1,1
6252,1,4,1,38,1,1,1,2
6253,2,1,2,57,1,1,1,3
6254,3,3,2,48,1,1,1,2
6255,3,2,1,48,1,1,1,3
6256,3,3,1,48,1,1,1,4
6257,3,5,1,33,2,1,1,2
6258,3,6,1,48,2,1,1,3
6259,3,6,1,43,2,1,1,1
6260,3,2,2,28,3,1,1,1
6261,3,2,1,28,3,1,1,3
6262,3,5,2,26,3,1,1,2
6263,3,5,2,20,3,1,1,5
6264,3,1,2,57,4,1,1,1
6265,3,1,2,28,1,1,1,2
6266,3,6,1,48,1,1,1,1
6290,1,4,1,62,1,1,1,3
6291,3,5,2,26,3,1,1,2
6292,3,5,2,26,3,1,1,2
6293,1,1,1,28,1,1,1,4
6294,1,1,1,43,1,1,1,3
6295,1,4,1,38,1,1,1,3
6296,1,5,1,60,1,1,1,3
6297,1,6,1,38,1,1,1,2
6298,1,2,1,62,2,1,1,2
6299,1,4,1,38,2,1,1,1
6300,2,1,2,57,1,1,1,3
6301,3,3,1,48,1,1,1,1
6302,3,2,1,43,2,1,1,3
6303,3,4,2,52,2,1,1,1
6304,3,6,1,43,2,1,1,1
6305,3,5,2,20,3,1,1,5
6306,3,5,2,26,3,1,1,2
6307,3,1,2,33,4,1,1,4
6308,4,3,2,38,3,1,1,3
6309,4,6,2,33,4,1,1,2
6310,1,1,1,43,1,1,1,3
6311,1,4,1,38,1,1,1,3
6312,1,4,1,38,1,1,1,2
6313,1,5,1,60,1,1,1,3
6314,1,6,1,62,1,1,1,2
6315,3,3,2,48,1,1,1,2
6326,3,2,1,48,1,1,1,3
6327,3,6,1,48,1,1,1,5
6328,1,5,2,33,1,1,1,1
6329,2,4,1,38,2,1,1,5
6330,2,6,1,48,2,1,1,2
6331,2,1,2,57,1,1,1,3
6332,2,5,1,62,1,1,1,2
6333,3,4,2,28,1,1,1,5
6334,3,4,1,33,1,1,1,3
6335,1,4,1,62,1,1,1,3
6336,1,3,1,38,2,1,1,1
6337,2,5,1,38,1,1,1,5
6338,2,6,2,38,1,1,1,1
6339,2,1,2,57,1,1,1,3
6340,2,2,1,52,1,1,1,4
6341,3,2,1,43,2,1,1,3
6342,3,2,2,43,2,1,1,3
6343,3,1,2,48,2,1,1,4
6344,3,5,1,33,2,1,1,3
6345,3,5,2,26,3,1,1,2
6346,3,5,2,20,3,1,1,5
6362,2,2,1,52,1,1,1,4
6363,2,4,1,57,2,1,1,5
6364,3,2,1,48,1,1,1,2
6365,3,6,1,28,1,1,1,4
6366,1,1,1,28,1,1,1,4
6367,1,3,1,82,1,1,1,3
6368,1,1,1,28,1,1,1,4
6369,1,2,2,38,1,1,1,3
6370,1,6,1,62,1,1,1,2
6371,1,6,1,33,1,1,1,1
6372,2,6,1,52,1,1,1,3
6373,3,2,1,48,1,1,1,3
6396,3,6,1,38,3,1,1,1
6397,2,2,1,52,1,1,1,4
6410,1,4,1,62,1,1,1,3
6411,1,1,1,43,1,1,1,3
6413,3,1,2,28,1,1,2,2
6414,3,6,1,48,1,1,2,1
6415,1,2,2,38,1,1,2,3
6416,1,4,1,38,1,1,2,2
6417,1,5,2,33,1,1,2,1
6418,1,5,1,38,2,1,2,2
6419,1,4,1,38,1,1,2,3
6420,2,4,1,67,1,1,2,2
6421,2,5,2,62,1,1,2,3
6422,2,4,1,38,1,1,2,2
6423,2,5,1,38,1,1,2,5
6424,2,2,1,57,2,1,2,3
6425,2,4,1,57,2,1,2,5
6426,2,1,1,38,2,1,2,4
6427,1,1,1,72,1,1,2,3
6541,1,2,2,38,1,1,1,3
6648,1,1,1,43,1,1,1,3
6654,1,5,2,33,1,1,1,1
6655,1,5,2,33,1,1,1,1
6656,1,6,1,62,1,1,1,2
6657,1,1,1,28,1,1,4,4
6658,1,1,1,43,1,1,4,3
6659,1,1,1,72,1,1,4,3
6660,1,3,1,82,1,1,4,3
6661,1,2,1,43,1,1,4,3
6662,3,3,1,48,1,1,4,1
6663,3,3,1,48,1,1,4,4
6664,4,4,2,38,1,1,4,2
6665,4,1,1,48,1,1,4,2
6666,4,2,2,28,2,1,4,1
6667,4,1,1,43,3,1,4,1
6668,4,3,2,38,3,1,4,3
6669,2,1,1,52,1,1,4,3
6670,2,1,2,57,1,1,4,3
6671,1,5,2,33,1,1,2,1
6735,1,2,2,38,1,1,2,3
6761,2,1,1,67,2,1,1,3
6762,2,5,1,38,2,1,1,1
6763,2,4,1,57,2,1,1,5
6777,2,2,1,52,1,1,2,4
6833,3,4,2,28,1,1,4,5
6854,1,1,1,43,1,1,1,3
6855,4,6,1,28,1,1,1,2
6856,1,4,2,43,2,1,1,1
6857,1,5,2,62,2,1,1,1
6858,1,6,1,33,2,1,1,1
6909,3,4,2,28,1,1,1,5
6980,4,5,2,38,1,1,4,2
6981,4,5,1,43,2,1,4,5
6982,4,2,1,43,5,1,4,3
6983,4,4,2,48,5,1,4,1
6984,4,4,2,48,5,1,4,1
6985,3,1,2,57,4,1,4,1
6986,3,1,2,33,4,1,4,4
6987,1,2,1,43,1,1,4,3
6989,3,1,1,38,3,1,1,4
6990,3,4,2,18,3,1,1,4
6991,3,3,1,55,3,1,1,3
7293,2,2,1,57,2,1,5,3
7310,1,3,1,82,1,1,1,3
7436,1,5,2,62,2,1,2,1
7437,1,3,1,38,2,1,2,2
7585,1,5,2,33,1,1,2,1
7586,1,6,1,62,1,1,2,2
7587,4,3,2,28,1,1,2,2
7588,1,1,1,28,1,1,2,4
7589,3,1,1,57,2,1,2,1
7590,3,4,1,28,3,1,2,1
7591,3,5,1,23,1,1,2,5
7592,3,6,1,48,1,1,2,1
7593,3,2,1,48,1,1,2,3
7594,3,4,1,33,1,1,2,3
7595,1,1,1,28,1,1,2,4
7596,1,2,1,43,1,1,2,3
7750,2,2,1,57,2,1,1,3
7881,3,1,1,43,1,1,1,3
8119,2,2,1,52,1,1,1,4
8135,1,5,2,33,1,1,1,1
8136,1,3,1,82,1,1,1,3
8137,1,1,1,62,2,1,1,1
8138,3,3,2,48,1,1,1,2
8139,1,2,1,43,1,1,1,3
8140,1,1,1,72,1,1,1,3
8145,1,1,1,62,2,1,1,1
8174,1,1,1,28,1,1,1,4
8192,4,5,2,38,1,1,1,2
8193,1,2,2,38,1,1,1,3
8194,1,2,2,38,1,1,1,3
8195,3,3,2,48,1,1,1,2
8196,3,3,2,48,1,1,1,2
8197,3,1,1,57,2,1,1,1
8198,3,3,2,48,1,1,1,2
8199,3,3,1,33,2,1,1,2
8200,3,4,1,28,3,1,1,1
8201,3,1,1,43,3,1,1,2
8202,3,6,1,43,2,1,1,1
8203,2,4,1,67,1,1,1,2
8204,2,3,1,48,1,1,1,1
8205,2,5,1,62,1,1,1,2
8206,2,4,1,67,1,1,1,2
8207,2,6,1,48,2,1,1,2
8208,2,3,1,57,2,1,1,2
8209,3,6,1,43,2,1,1,1
8210,1,2,1,28,3,1,1,1
8211,1,1,1,62,3,1,1,1
8212,4,6,2,48,2,1,1,5
8213,4,1,1,43,3,1,1,1
8250,3,1,1,43,1,1,1,3
8251,3,5,1,23,1,1,1,5
